gameId,queueId,seasonId,gameVersion,gameDuration,100_JUNGLE_champ,100_JUNGLE_rank,100_TOP_champ,100_TOP_rank,100_MIDDLE_champ,100_MIDDLE_rank,100_BOTTOM_2_champ,100_BOTTOM_2_rank,100_BOTTOM_champ,100_BOTTOM_rank,200_JUNGLE_champ,200_JUNGLE_rank,200_TOP_champ,200_TOP_rank,200_MIDDLE_champ,200_MIDDLE_rank,200_BOTTOM_2_champ,200_BOTTOM_2_rank,200_BOTTOM_champ,200_BOTTOM_rank,win
517811448,420,9,7.22.208.1062,1548,203,4,59,1,34,3,412,4,81,3,64,3,6,1,99,3,43,2,498,3,0
517863155,420,9,7.22.208.1062,1354,107,3,83,3,115,3,432,4,22,3,28,2,58,3,34,3,412,4,81,3,1
517796024,420,9,7.22.208.1062,1750,23,1,75,1,157,2,117,1,18,3,64,4,516,5,81,4,51,4,12,1,0
517711687,420,9,7.22.208.1062,1503,19,2,150,3,45,1,267,3,202,3,254,3,85,1,245,3,21,1,43,2,0
517703100,420,9,7.22.208.1062,1113,29,1,62,3,99,1,236,1,37,3,120,3,516,3,41,3,21,1,53,4,0
517669393,420,9,7.22.208.1062,1501,11,1,98,3,30,3,202,2,12,3,254,4,107,4,4,3,111,3,81,5,1
517343717,420,9,7.22.208.1062,1208,35,4,39,4,9,4,267,3,67,4,59,3,150,4,101,4,22,3,25,5,1
517050250,420,9,7.22.208.1062,2315,64,3,150,5,4,2,202,3,89,3,84,2,86,3,63,2,267,3,22,2,1
505902602,420,9,7.19.203.1070,1586,32,4,126,5,3,1,267,1,18,3,92,1,223,3,131,3,81,3,16,2,0
505901849,420,9,7.19.203.1070,2094,59,3,223,3,115,2,89,3,119,3,23,3,126,5,103,4,267,4,29,5,0
505881165,420,9,7.19.203.1070,2318,59,5,23,1,61,4,18,2,432,3,131,3,150,3,126,1,21,3,498,3,1
505831106,420,9,7.19.203.1070,1893,102,5,58,1,13,4,498,3,54,5,254,4,122,3,1,3,67,3,497,4,1
505703538,420,9,7.19.203.1070,1940,102,3,75,3,99,4,412,3,96,4,254,1,86,3,268,3,110,1,16,1,1
505657737,420,9,7.19.203.1070,1695,421,3,8,3,238,4,497,4,51,5,141,3,92,4,4,3,222,2,44,3,0
505504217,420,9,7.19.203.1070,1986,64,5,80,3,61,1,37,4,18,4,56,5,266,4,90,2,29,4,25,3,0
505490511,420,9,7.19.203.1070,1870,64,3,150,1,99,3,29,2,89,4,421,1,75,3,131,4,16,3,67,4,1
505456750,420,9,7.19.203.1070,1850,64,3,75,3,61,3,267,5,119,4,131,5,122,3,90,4,67,3,16,3,1
505471213,420,9,7.19.203.1070,2094,76,3,24,3,99,4,89,3,51,4,79,3,80,3,61,1,498,3,34,4,0
504987232,420,9,7.19.203.1070,1815,203,4,80,3,238,4,236,2,117,2,107,2,98,4,45,4,78,2,67,3,1
501085108,420,9,7.18.201.9160,2169,104,3,92,3,161,4,43,4,222,4,81,5,14,1,115,4,202,3,53,5,0
501006915,420,9,7.18.201.9160,2783,106,4,245,3,157,5,35,5,29,3,141,4,17,3,84,4,53,5,67,4,1
501015418,420,9,7.18.201.9160,1400,11,3,92,2,268,3,12,5,222,5,5,3,17,3,103,4,21,4,89,3,0
501003463,420,9,7.18.201.9160,2883,19,3,17,3,42,4,18,4,267,4,121,5,45,4,84,2,222,4,37,1,1
500775997,420,9,7.18.201.9160,1456,62,3,86,3,90,3,110,3,267,4,9,4,98,5,55,3,497,5,18,4,1
500782488,420,9,7.18.201.9160,1825,14,3,10,3,91,3,497,3,222,3,59,3,75,3,101,4,90,2,18,4,1
499595008,440,9,7.18.201.9160,2337,59,4,50,3,134,3,119,3,89,3,19,2,126,3,38,4,42,3,201,1,0
499270156,420,9,7.18.201.9160,1850,11,4,420,2,34,3,412,4,18,4,19,1,57,4,45,4,22,5,40,4,0
499512486,420,9,7.18.201.9160,2145,106,3,86,1,4,5,201,4,119,3,78,5,19,3,105,4,22,3,37,3,0
499217586,420,9,7.18.201.9160,1601,141,4,420,1,161,3,21,3,111,3,120,4,64,4,61,1,267,4,119,3,1
499149898,420,9,7.18.201.9160,1755,24,4,92,1,34,3,117,3,236,4,57,3,86,4,103,1,222,1,89,3,0
499128504,420,9,7.18.201.9160,1460,154,5,150,3,1,1,51,1,16,3,28,4,17,4,131,3,104,1,412,1,1
499132044,420,9,7.18.201.9160,1743,36,3,41,3,34,3,110,1,43,3,60,4,59,4,61,3,201,4,67,3,1
499130555,420,9,7.18.201.9160,1828,33,1,39,4,134,5,236,3,44,2,11,3,3,2,115,3,21,3,53,3,1
499049126,420,9,7.18.201.9160,1729,11,3,85,4,157,4,25,1,202,4,68,3,114,3,34,3,18,3,53,3,0
499077786,440,9,7.18.201.9160,1856,81,4,122,5,131,5,18,4,98,1,36,3,31,3,245,3,236,4,40,4,1
496261019,440,9,7.17.201.3671,1658,64,5,57,4,105,4,119,3,201,5,79,5,98,5,99,4,53,3,110,5,0
496232811,420,9,7.17.201.3671,1402,5,3,48,3,115,4,432,5,222,4,113,1,86,4,90,4,29,3,201,4,1
496164409,420,9,7.17.201.3671,1845,11,3,98,3,1,3,44,2,429,4,60,3,150,3,238,4,22,3,53,5,0
496211016,420,9,7.17.201.3671,2147,102,4,133,3,103,4,119,3,412,3,60,3,8,3,99,3,117,3,202,5,1
495797306,420,9,7.17.201.3671,1812,23,3,54,1,105,4,15,3,44,3,121,1,164,4,103,4,18,4,201,1,0
495822461,420,9,7.17.201.3671,2070,98,1,420,3,99,4,429,4,44,1,23,3,86,1,141,1,412,3,222,4,1
495769378,420,9,7.17.201.3671,2009,98,4,238,2,85,3,29,4,16,3,23,3,27,4,90,2,18,3,143,3,0
495755160,420,9,7.17.201.3671,2085,64,4,126,3,136,3,29,3,89,3,31,3,92,1,202,4,67,4,25,2,0
495655577,420,9,7.17.201.3671,1641,59,4,77,2,34,3,222,2,412,4,133,1,98,3,4,4,236,4,57,4,1
495642369,420,9,7.17.201.3671,1524,141,4,86,4,34,3,412,5,498,3,421,4,240,3,38,1,201,3,222,2,1
495556733,420,9,7.17.201.3671,2506,104,3,24,1,103,3,12,2,202,2,31,3,98,5,79,1,99,3,236,4,0
493309248,420,9,7.17.200.3955,2048,254,2,266,3,245,3,67,3,412,3,31,3,80,3,38,3,222,4,25,3,1
493097697,420,9,7.17.200.3955,1698,31,3,75,4,1,1,202,4,37,4,11,4,92,3,55,1,117,4,81,4,1
493115363,420,9,7.17.200.3955,1783,31,3,497,3,25,3,29,3,17,1,33,4,58,2,103,3,202,5,64,3,1
493103938,420,9,7.17.200.3955,1880,79,1,126,3,8,4,18,4,497,4,31,3,59,4,81,4,202,2,40,1,0
492932201,420,9,7.17.200.3955,2176,57,2,240,1,238,4,498,2,16,3,11,4,516,3,105,4,202,3,10,3,0
492668643,420,9,7.17.200.3955,1817,64,4,31,2,238,4,498,2,111,2,33,3,164,2,127,3,412,3,222,2,1
519932950,420,9,7.22.208.1062,1771,28,3,154,3,103,4,81,3,117,3,62,3,8,3,41,4,89,3,222,4,0
519924300,420,9,7.22.208.1062,1806,141,3,58,3,126,4,267,3,222,4,28,3,39,3,103,4,44,3,81,4,0
519881082,420,9,7.22.208.1062,1706,64,1,23,1,99,4,51,4,53,1,154,3,10,3,45,3,81,4,201,3,0
517481062,440,9,7.22.208.1062,2252,104,1,150,1,99,1,67,1,76,1,92,1,141,1,254,1,25,1,29,1,1
517476964,440,9,7.22.208.1062,1860,120,1,68,1,163,1,236,1,89,1,92,1,30,1,3,1,37,1,67,1,0
517436876,420,9,7.22.208.1062,1209,32,3,516,4,157,4,202,2,201,3,5,3,150,3,268,4,498,4,497,3,0
517431445,420,9,7.22.208.1062,1992,121,4,68,1,157,2,40,1,498,4,2,3,31,3,105,4,67,4,201,3,0
517017720,420,9,7.22.208.1062,1832,64,3,78,3,157,4,25,1,236,3,92,3,150,2,103,4,67,3,201,3,0
517014391,420,9,7.22.208.1062,1654,141,3,86,1,63,2,44,1,67,2,81,4,17,3,13,1,201,3,236,3,0
516996243,440,9,7.22.208.1062,1990,76,1,86,1,45,1,236,1,16,1,254,1,161,1,238,1,412,1,110,1,0
516662897,420,9,7.22.208.1062,2779,77,3,98,4,99,4,201,3,67,3,33,3,240,4,103,3,37,3,236,3,0
516651000,420,9,7.22.208.1062,1955,104,3,86,1,45,1,201,3,51,4,24,1,78,1,99,1,16,3,18,1,1
516648396,420,9,7.22.208.1062,2323,19,1,17,3,1,3,43,2,96,4,154,1,57,3,99,4,201,3,222,2,0
514103404,420,9,7.21.206.6866,1202,102,4,75,2,1,3,51,4,267,4,81,3,62,4,143,1,18,4,9,3,0
514102235,420,9,7.21.206.6866,1349,19,3,98,3,55,3,117,2,81,4,60,3,92,4,157,2,53,3,498,3,0
514101021,420,9,7.21.206.6866,1397,24,3,75,3,103,3,497,2,14,3,11,4,17,2,126,2,40,3,15,4,0
514089920,420,9,7.21.206.6866,1389,102,4,24,3,238,1,67,1,40,2,28,3,164,2,114,4,29,3,89,3,1
513420010,420,9,7.21.206.6866,2698,28,4,150,3,101,3,67,1,117,4,35,4,17,2,268,2,222,3,43,3,1
513398590,420,9,7.21.206.6866,1836,5,2,58,2,61,2,412,4,51,3,64,4,6,3,134,3,111,3,45,5,0
513415321,420,9,7.21.206.6866,1429,102,1,150,3,90,3,21,2,412,1,59,4,92,2,4,3,96,2,89,3,0
513414384,420,9,7.21.206.6866,2149,104,2,150,3,45,2,43,3,29,1,64,3,8,1,7,2,18,4,117,2,1
513317972,420,9,7.21.206.6866,1717,113,2,68,3,55,4,267,3,21,4,64,2,75,3,131,3,89,3,29,4,1
513322118,420,9,7.21.206.6866,1741,32,1,6,1,245,3,53,3,18,1,19,1,150,3,31,1,267,2,202,3,1
513300766,420,9,7.21.206.6866,1324,80,3,157,4,45,3,29,4,117,1,19,2,27,3,55,3,22,3,412,3,0
513294025,420,9,7.21.206.6866,2205,64,4,86,1,131,3,497,5,18,3,19,3,98,1,7,3,222,4,412,2,1
513254400,420,9,7.21.206.6866,1442,81,5,122,3,103,3,18,1,57,1,76,3,19,3,84,4,498,3,89,3,0
512689105,420,9,7.21.206.6866,1430,62,3,122,3,92,3,117,2,67,3,98,3,157,2,54,2,21,3,267,3,1
513251125,420,9,7.21.206.6866,1528,113,4,240,2,8,2,89,3,222,2,59,4,122,2,90,2,43,3,96,3,0
512617721,420,9,7.21.206.6866,2040,24,3,86,1,127,4,267,3,202,1,48,2,6,3,45,1,110,3,412,3,1
512663535,420,9,7.21.206.6866,2319,33,3,111,2,13,1,53,2,236,3,24,5,27,5,134,3,18,2,25,1,0
512610444,420,9,7.21.206.6866,1298,77,3,150,3,105,4,111,3,67,3,113,2,14,3,45,3,22,3,12,1,0
512605947,420,9,7.21.206.6866,1118,19,2,92,3,42,3,143,3,67,3,79,2,114,3,157,1,21,3,497,3,1
512526660,420,9,7.21.206.6866,2204,111,2,240,3,238,4,78,3,18,3,254,2,98,4,127,3,29,3,89,3,0
512564429,420,9,7.21.206.6866,1476,48,3,122,3,245,1,110,1,3,3,5,2,98,5,161,2,67,2,40,2,1
512523861,420,9,7.21.206.6866,1267,24,4,82,1,103,3,18,2,89,3,19,3,13,2,105,3,53,3,498,3,1
512498327,420,9,7.21.206.6866,2296,64,2,75,2,84,2,29,2,89,3,11,2,27,3,90,2,236,3,53,3,1
512111817,420,9,7.21.206.6866,2854,102,5,164,3,238,3,18,2,43,3,28,3,150,3,80,4,202,3,25,3,0
512100379,420,9,7.21.206.6866,1729,28,4,31,1,163,3,53,1,18,3,80,1,24,1,1,1,79,3,498,1,0
512096273,420,9,7.21.206.6866,2075,120,2,75,3,90,5,29,3,412,2,5,1,86,3,105,1,67,4,40,3,0
512093788,420,9,7.21.206.6866,2435,19,1,13,4,101,1,18,4,201,2,28,1,157,3,85,4,412,2,21,3,0
512082223,420,9,7.21.206.6866,2551,245,4,50,2,105,2,117,2,110,2,421,5,157,4,43,3,267,3,18,5,1
512081227,420,9,7.21.206.6866,2350,59,3,98,4,134,3,412,4,498,3,24,3,58,3,238,2,29,1,40,3,1
512072115,420,9,7.21.206.6866,1748,98,4,6,3,3,3,53,3,18,3,11,4,75,3,112,1,40,3,21,2,1
512080433,420,9,7.21.206.6866,1886,3,3,23,1,238,3,67,2,25,3,141,1,75,3,112,1,89,2,119,2,0
511788693,420,9,7.21.206.6866,1997,98,1,64,3,3,2,412,3,51,3,60,4,114,3,105,3,53,3,18,4,1
511783423,420,9,7.21.206.6866,2270,19,1,92,3,61,2,51,1,497,1,59,4,24,3,45,3,201,1,202,1,0
511767287,420,9,7.21.206.6866,1451,60,4,126,3,238,2,222,3,412,3,59,2,6,3,103,3,67,3,117,2,1
511634696,420,9,7.21.206.6866,3706,254,3,98,3,99,1,18,4,25,4,59,4,126,1,61,3,51,2,12,3,1
511630696,420,9,7.21.206.6866,2121,59,4,6,2,61,3,12,3,498,3,64,5,83,1,63,4,111,2,222,3,1
511586258,420,9,7.21.206.6866,1922,59,4,75,3,42,4,18,4,44,3,3,3,27,1,61,3,53,2,22,1,0
511499401,420,9,7.21.206.6866,2262,102,3,3,4,105,4,9,2,498,3,59,3,68,1,238,4,89,2,110,4,1
511503057,420,9,7.21.206.6866,2209,113,3,86,1,202,1,412,4,51,3,64,4,23,3,134,4,18,4,44,3,1
511488979,420,9,7.21.206.6866,1220,64,4,86,3,126,2,222,3,99,4,98,3,6,2,4,2,497,2,18,1,1
511161470,420,9,7.21.206.6866,1336,141,3,86,3,245,3,201,3,29,3,60,4,6,4,105,1,9,1,51,2,1
511137529,420,9,7.21.206.6866,1785,11,2,58,3,55,2,67,3,53,3,33,3,75,3,90,4,412,3,29,1,0
511124842,420,9,7.21.206.6866,1416,75,3,8,2,238,3,67,2,89,3,59,1,2,4,54,3,53,3,18,3,0
511132606,420,9,7.21.206.6866,1338,141,3,114,3,69,4,18,2,89,3,24,3,23,1,74,3,22,1,16,3,1
510727240,420,9,7.20.204.9809,2181,516,3,92,3,268,2,15,3,40,3,59,3,114,3,3,4,89,3,21,4,0
510724175,420,9,7.20.204.9809,1917,113,3,122,3,13,2,96,3,53,3,32,2,59,3,79,3,498,2,89,2,1
510701512,420,9,7.20.204.9809,1972,24,3,62,3,105,3,37,3,22,2,64,3,31,2,245,2,25,1,21,3,1
510693174,420,9,7.20.204.9809,2474,77,5,23,3,42,3,201,3,18,3,33,3,57,4,238,3,222,1,143,2,1
510146738,420,9,7.20.204.9809,1566,421,2,86,1,61,1,117,2,67,3,19,1,150,3,157,2,18,3,89,3,1
510161142,420,9,7.20.204.9809,1734,141,2,114,2,45,2,497,1,67,3,59,3,31,3,3,4,412,3,498,3,1
510136522,420,9,7.20.204.9809,1762,131,2,24,3,90,3,89,1,222,3,59,3,84,1,43,3,497,5,29,3,0
510132344,420,9,7.20.204.9809,1977,56,3,24,3,61,1,267,3,18,2,59,2,92,3,99,4,53,4,110,3,1
520016386,420,9,7.22.208.1062,2105,141,3,58,3,82,4,16,4,21,3,91,4,150,3,99,4,89,1,202,3,1
519991952,420,9,7.22.208.1062,1451,141,3,122,3,245,3,117,3,22,4,32,3,48,4,161,4,67,4,99,4,0
519965193,420,9,7.22.208.1062,1645,120,1,57,4,90,1,53,4,21,3,35,1,31,4,268,4,236,4,40,4,1
518351362,420,9,7.22.208.1062,1745,421,3,41,4,268,4,429,4,412,4,76,1,59,4,157,4,498,4,497,4,0
518337624,420,9,7.22.208.1062,1856,141,4,516,4,103,5,67,4,40,4,164,4,83,4,99,5,3,4,18,3,1
518132868,420,9,7.22.208.1062,2049,64,4,150,4,13,3,223,4,18,4,79,5,57,4,236,4,67,4,412,5,0
518115036,420,9,7.22.208.1062,2201,64,4,78,1,7,4,201,3,67,3,56,4,17,3,84,4,21,3,143,4,0
517431126,420,9,7.22.208.1062,2683,59,4,6,1,238,3,29,2,89,1,62,3,92,2,103,5,26,3,15,1,0
517404053,420,9,7.22.208.1062,2170,19,4,17,1,7,3,412,4,236,3,113,3,150,5,4,4,29,3,89,3,1
517358512,420,9,7.22.208.1062,1794,80,3,98,2,3,3,117,3,18,1,64,1,6,1,63,4,67,3,161,3,1
517333333,420,9,7.22.208.1062,2259,19,1,92,3,41,3,53,3,110,4,64,3,24,1,161,4,119,3,14,1,1
515217657,420,9,7.21.206.6866,1598,24,4,86,3,34,3,498,3,412,3,5,3,29,1,161,1,16,4,110,3,1
515230954,420,9,7.21.206.6866,1542,64,3,17,3,245,3,53,3,110,3,11,1,80,3,103,3,16,3,67,1,1
514407581,420,9,7.21.206.6866,2372,98,3,39,2,4,3,498,2,53,1,5,3,164,2,1,1,63,4,115,3,0
514403947,420,9,7.21.206.6866,2300,28,1,31,1,13,3,37,1,110,2,35,3,6,1,63,4,497,2,498,2,0
514242034,420,9,7.21.206.6866,2308,19,3,31,3,157,3,223,1,21,3,79,4,114,2,7,3,110,3,16,1,1
514234788,420,9,7.21.206.6866,2121,79,4,50,3,157,3,89,3,29,3,64,3,98,3,245,4,117,3,119,2,1
513165560,420,9,7.21.206.6866,1630,91,4,78,1,38,3,29,3,412,3,64,2,92,2,1,4,498,2,89,3,0
513099080,420,9,7.21.206.6866,1715,121,1,82,3,81,4,89,3,236,3,254,2,80,4,38,3,96,3,412,3,1
513106305,420,9,7.21.206.6866,2343,32,3,24,1,103,3,81,3,412,2,141,3,119,3,105,3,18,1,117,3,0
513076145,420,9,7.21.206.6866,2133,81,2,41,3,7,3,51,3,412,4,245,3,86,1,238,4,497,1,498,4,1
513102719,420,9,7.21.206.6866,1917,11,2,24,3,99,3,29,1,53,1,64,2,2,2,161,1,18,3,412,3,0
513073533,420,9,7.21.206.6866,2686,64,3,36,3,99,4,21,4,89,2,29,4,41,3,245,3,15,2,44,3,0
512422598,420,9,7.21.206.6866,1666,141,3,3,4,105,3,222,3,53,1,19,2,83,3,103,2,40,3,29,2,0
512401177,420,9,7.21.206.6866,1992,11,3,33,1,163,4,44,3,22,3,59,4,92,3,61,3,412,3,222,1,1
512362760,420,9,7.21.206.6866,2182,254,4,83,4,1,1,51,3,25,4,11,2,86,4,134,3,29,1,16,4,1
512217069,420,9,7.21.206.6866,1655,141,4,58,3,245,3,26,2,29,1,33,4,74,2,90,4,51,2,57,3,0
512192951,420,9,7.21.206.6866,1598,19,1,31,2,55,1,236,3,89,3,121,3,54,3,7,3,110,3,201,4,1
512049593,420,9,7.21.206.6866,1955,59,4,114,3,61,3,412,1,96,2,11,2,98,3,134,2,37,2,67,3,0
512166106,420,9,7.21.206.6866,2035,11,1,75,3,7,3,29,3,44,3,64,3,27,3,99,3,497,4,67,3,1
512056748,420,9,7.21.206.6866,2059,106,3,38,3,99,1,222,3,53,3,59,4,31,2,7,3,201,1,21,3,0
512051240,420,9,7.21.206.6866,1948,102,1,59,3,245,2,222,3,89,4,106,4,6,1,1,3,37,4,67,3,1
512017465,420,9,7.21.206.6866,1877,76,1,75,2,61,3,53,3,110,3,141,3,17,3,245,2,201,4,222,1,0
512031839,420,9,7.21.206.6866,1285,32,2,83,3,90,4,96,2,412,3,59,4,75,2,31,2,161,3,67,3,1
511987718,420,9,7.21.206.6866,1923,59,3,17,2,63,2,53,2,67,4,64,3,24,1,105,2,18,4,44,2,0
511982105,420,9,7.21.206.6866,1875,141,1,39,3,8,1,201,5,222,2,59,4,48,3,245,2,117,3,18,3,0
511672004,420,9,7.21.206.6866,1537,11,4,150,3,1,3,40,1,222,3,28,4,58,3,9,3,29,3,117,4,1
511662386,420,9,7.21.206.6866,1174,5,1,57,3,143,3,40,1,67,3,64,1,245,1,42,3,51,1,89,1,0
511671265,420,9,7.21.206.6866,2100,19,1,86,3,90,4,111,3,67,3,107,2,27,4,133,1,117,3,222,4,1
511661441,420,9,7.21.206.6866,1356,24,3,11,3,54,1,236,3,44,3,28,2,31,3,157,3,18,3,26,3,0
511659418,420,9,7.21.206.6866,1458,245,3,126,4,74,4,18,1,25,1,59,3,41,4,37,1,222,1,16,1,1
509944902,420,9,7.20.204.9809,2055,39,2,150,3,13,1,16,4,67,3,32,3,31,4,1,1,96,3,44,4,0
509961227,420,9,7.20.204.9809,1511,84,3,157,1,238,3,37,2,202,3,141,3,98,1,63,3,201,4,67,3,1
509931924,420,9,7.20.204.9809,1501,113,2,6,2,136,3,89,4,236,3,24,2,516,3,34,4,18,3,53,3,0
509936165,420,9,7.20.204.9809,2356,11,2,31,2,8,3,25,2,18,2,35,2,84,2,105,2,63,4,222,3,0
509877528,420,9,7.20.204.9809,1595,28,3,48,3,41,3,21,1,201,1,33,3,114,3,91,1,89,4,236,3,1
509835064,420,9,7.20.204.9809,1894,19,3,83,4,45,4,51,4,412,4,35,4,98,3,13,3,43,4,429,3,0
509817716,420,9,7.20.204.9809,1966,64,1,23,2,157,4,201,2,21,3,141,3,59,3,61,1,40,4,51,2,0
508188200,420,9,7.20.204.9809,1516,104,2,23,3,268,4,267,4,67,3,11,2,83,4,105,4,117,4,96,2,0
508177413,420,9,7.20.204.9809,2078,141,2,157,3,61,4,497,4,236,3,33,2,86,4,245,4,29,3,37,3,0
508002123,420,9,7.20.204.9809,2283,28,3,75,2,157,3,498,2,412,2,516,2,126,2,99,2,89,4,67,3,1
508152735,420,9,7.20.204.9809,2274,64,4,150,3,245,3,12,3,429,4,113,2,92,3,238,3,497,4,236,3,0
507968077,420,9,7.20.204.9809,1715,80,1,86,2,90,3,89,4,67,3,19,1,3,3,157,4,22,2,53,4,1
507953012,420,9,7.20.204.9809,2018,141,3,75,1,42,3,51,3,89,4,19,2,3,4,161,3,18,1,99,1,1
507894140,420,9,7.20.204.9809,1901,35,3,86,4,134,3,202,1,201,3,141,1,150,2,91,3,110,3,117,3,0
507637198,420,9,7.20.204.9809,2276,121,2,75,2,238,3,43,4,110,3,64,4,516,3,34,2,201,4,67,3,1
507633009,420,9,7.20.204.9809,1529,64,2,126,1,61,1,89,4,222,3,102,3,36,2,99,3,40,3,15,2,1
507645107,420,9,7.20.204.9809,1588,5,3,83,1,3,2,89,4,67,3,113,1,54,4,25,3,412,3,22,1,0
507559089,420,9,7.20.204.9809,2201,19,4,23,3,163,3,29,3,432,3,64,2,98,1,245,2,89,4,18,3,0
507572552,420,9,7.20.204.9809,2735,54,3,420,3,90,3,67,3,267,2,59,2,31,1,131,3,89,4,51,3,0
507380683,420,9,7.20.204.9809,1415,54,2,150,4,7,3,44,1,119,3,113,2,86,2,103,2,222,2,201,1,0
507153111,420,9,7.20.204.9809,2130,9,5,8,3,103,4,54,4,81,3,59,2,6,4,18,1,117,3,236,3,0
507131762,420,9,7.20.204.9809,2011,154,3,157,1,34,4,40,4,67,3,141,3,86,3,8,3,18,4,16,4,0
507087149,420,9,7.20.204.9809,1782,35,3,75,3,268,4,201,4,81,3,98,1,92,1,163,3,89,3,18,1,1
507092783,420,9,7.20.204.9809,1742,64,1,27,2,1,3,117,4,222,3,33,3,23,3,45,1,432,4,67,3,1
518963436,420,9,7.22.208.1062,1917,64,4,516,4,157,4,96,4,99,4,56,4,31,4,61,3,89,4,222,4,1
518358907,420,9,7.22.208.1062,1489,11,4,122,1,25,4,67,4,53,1,104,3,245,1,99,4,12,4,110,4,1
518123122,420,9,7.22.208.1062,2127,62,3,516,4,45,1,119,4,1,4,107,4,150,3,161,4,201,3,29,4,0
517905248,420,9,7.22.208.1062,2091,254,4,92,3,134,3,51,4,53,3,64,3,114,3,157,4,96,1,432,4,1
518027609,420,9,7.22.208.1062,1906,120,3,516,4,61,4,201,4,18,4,79,4,75,4,238,4,43,4,21,3,1
517087823,420,9,7.22.208.1062,2056,64,4,516,4,4,3,29,4,89,4,121,1,75,4,69,3,110,4,412,3,0
517051132,420,9,7.22.208.1062,1520,203,3,126,4,45,3,16,4,29,3,141,1,104,5,103,3,412,4,96,4,1
517037210,440,9,7.22.208.1062,1627,64,1,516,1,55,1,117,1,222,1,141,1,150,1,245,1,201,1,236,1,0
516666844,440,9,7.22.208.1062,1900,19,1,92,1,84,1,67,1,12,1,131,1,516,1,90,1,51,1,497,1,1
516599261,420,9,7.22.208.1062,2109,81,3,516,4,268,3,201,4,96,1,11,3,36,3,99,1,222,5,143,4,0
516604468,420,9,7.22.208.1062,1611,77,4,516,4,1,3,51,3,25,3,64,1,92,4,4,4,37,2,67,1,1
516606867,420,9,7.22.208.1062,2162,421,2,41,4,7,3,40,3,15,3,141,1,516,4,45,4,117,4,67,4,0
515714472,420,9,7.21.206.6866,2419,33,4,80,3,105,5,15,4,497,2,77,1,3,4,91,3,89,4,67,6,0
516600713,420,9,7.22.208.1062,1980,421,3,516,4,74,3,202,5,111,1,72,4,92,3,30,3,16,1,29,3,0
515510830,420,9,7.21.206.6866,1602,31,2,86,3,161,1,412,3,67,4,154,2,24,4,45,3,44,1,18,4,0
515505394,420,9,7.21.206.6866,1809,19,2,6,2,61,3,222,2,16,1,254,2,24,4,45,3,412,4,67,3,1
515422126,420,9,7.21.206.6866,1725,81,1,41,2,163,3,267,3,18,3,59,3,24,4,13,4,67,1,37,3,1
515410140,420,9,7.21.206.6866,1943,113,4,24,4,13,4,44,4,67,3,11,3,8,2,99,3,117,3,51,5,1
515309887,420,9,7.21.206.6866,2677,121,4,78,1,13,4,89,4,29,3,77,4,58,1,127,2,25,4,67,4,0
515345752,420,9,7.21.206.6866,2207,141,2,122,4,55,4,157,1,222,4,59,3,8,3,103,4,412,3,51,3,0
513791441,420,9,7.21.206.6866,1451,64,3,58,2,99,1,110,3,412,2,28,4,86,2,10,4,202,2,37,1,0
513788551,420,9,7.21.206.6866,1822,131,4,240,4,105,2,497,3,29,4,19,1,420,3,115,4,67,4,25,3,1
501602802,420,9,7.19.203.1070,1612,102,4,420,2,112,3,96,2,267,3,31,3,3,3,268,4,21,1,1,2,0
501928071,440,9,7.19.203.1070,1838,120,1,23,4,7,4,89,4,498,5,121,4,102,4,10,4,412,3,96,4,0
499218952,440,9,7.18.201.9160,1584,29,4,150,4,45,3,67,3,412,3,57,5,83,4,42,4,89,3,22,3,0
496324065,420,9,7.17.201.3671,1970,254,2,150,3,45,3,222,2,89,3,141,3,75,3,10,4,412,1,429,3,0
494627812,440,9,7.17.201.3671,2010,24,3,266,3,10,4,497,3,222,3,19,1,516,2,105,3,18,3,25,4,1
492892919,440,9,7.17.200.3955,1935,76,3,114,2,90,3,236,2,89,4,141,3,75,2,45,3,497,3,119,3,0
492891670,440,9,7.17.200.3955,1077,24,1,54,4,238,2,201,4,51,4,33,3,82,4,157,4,222,4,45,2,0
487854402,420,9,7.16.198.5100,1516,24,2,157,4,236,2,12,2,29,4,254,1,23,3,90,3,110,4,53,4,1
487863216,420,9,7.16.198.5100,1900,64,4,86,2,10,4,236,3,412,2,19,1,106,3,45,1,201,1,67,4,1
485172975,420,9,7.16.198.5100,2464,32,3,3,2,115,2,21,2,40,1,254,2,86,2,131,2,89,4,81,1,1
485151864,420,9,7.16.198.5100,2505,64,4,75,3,131,1,89,4,236,3,106,4,420,3,90,4,202,3,3,3,1
485141213,420,9,7.16.198.5100,1716,113,4,83,3,38,3,51,3,53,1,29,4,86,3,99,2,18,3,201,4,0
484901468,420,9,7.16.198.5100,2549,19,2,5,2,10,4,12,4,18,2,11,1,35,3,4,3,98,2,22,3,0
484922466,420,9,7.16.198.5100,1833,19,3,122,4,64,1,223,3,15,1,121,3,157,3,99,2,202,2,89,4,0
484305905,420,9,7.16.198.5100,1395,79,2,54,2,61,3,267,1,29,4,64,1,75,3,10,4,15,3,117,4,0
483557464,420,9,7.15.196.5272,2135,19,4,86,5,10,4,29,3,432,4,102,3,164,3,55,2,67,3,89,1,0
483294064,440,9,7.15.196.5272,2225,57,3,74,3,8,3,119,4,90,1,102,3,80,5,163,3,89,4,236,5,1
